Id,WnvPresent
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.02
252,0.0
253,0.0
254,0.0
255,0.0
256,0.02
257,0.0
258,0.0
259,0.00788333333333
260,0.0
261,0.0
262,0.0
263,0.0
264,0.00788333333333
265,0.0
266,0.0
267,0.001
268,0.0
269,0.0
270,0.0
271,0.0
272,0.001
273,0.0
274,0.0
275,0.00166666666667
276,0.0
277,0.0
278,0.0
279,0.0
280,0.00166666666667
281,0.0
282,0.0
283,0.001
284,0.0
285,0.0
286,0.0
287,0.0
288,0.001
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.001
314,0.0
315,0.005
316,0.0
317,0.0
318,0.0
319,0.0
320,0.005
321,0.0
322,0.007875
323,0.0
324,0.0075
325,0.006
326,0.006
327,0.006
328,0.0
329,0.007
330,0.001
331,0.046
332,0.001
333,0.001
334,0.001
335,0.001
336,0.046
337,0.001
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.008
370,0.0
371,0.028
372,0.0
373,0.0
374,0.0
375,0.0
376,0.028
377,0.0
378,0.0
379,0.0005
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0005
385,0.0
386,0.0
387,0.0015
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0015
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.001
404,0.0
405,0.0
406,0.0
407,0.0
408,0.001
409,0.0
410,0.001
411,0.0
412,0.001
413,0.001
414,0.001
415,0.001
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.001
443,0.001
444,0.001
445,0.001
446,0.001
447,0.001
448,0.001
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.002
458,0.0025
459,0.002
460,0.0025
461,0.0025
462,0.0025
463,0.0025
464,0.002
465,0.0
466,0.001
467,0.0
468,0.0005
469,0.0005
470,0.0005
471,0.0005
472,0.0
473,0.0
474,0.0
475,0.008
476,0.0
477,0.0
478,0.0
479,0.0
480,0.008
481,0.0
482,0.0
483,0.037
484,0.0
485,0.0
486,0.0
487,0.0
488,0.037
489,0.0
490,0.0
491,0.001
492,0.0
493,0.0
494,0.0
495,0.0
496,0.001
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.00133333333333
516,0.0
517,0.0
518,0.0
519,0.0
520,0.00133333333333
521,0.0
522,0.00216666666667
523,0.0
524,0.00166666666667
525,0.001
526,0.001
527,0.001
528,0.0
529,0.004
530,0.0
531,0.004
532,0.0
533,0.0
534,0.0
535,0.0
536,0.004
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.001
548,0.0
549,0.0
550,0.0
551,0.0
552,0.001
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.002
564,0.0
565,0.0
566,0.0
567,0.0
568,0.002
569,0.0
570,0.01
571,0.0
572,0.01
573,0.007
574,0.007
575,0.007
576,0.0
577,0.0
578,0.0
579,0.002
580,0.0
581,0.0
582,0.0
583,0.0
584,0.002
585,0.0
586,0.0
587,0.00604166666667
588,0.0
589,0.0
590,0.0
591,0.0
592,0.00604166666667
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.009
628,0.0
629,0.0
630,0.0
631,0.0
632,0.009
633,0.002
634,0.0
635,0.001
636,0.0
637,0.0
638,0.0
639,0.0
640,0.001
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.002
652,0.0
653,0.0
654,0.0
655,0.0
656,0.002
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.00233333333333
668,0.0
669,0.0
670,0.0
671,0.0
672,0.00233333333333
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.000333333333333
684,0.0
685,0.0
686,0.0
687,0.0
688,0.000333333333333
689,0.0
690,0.0
691,0.00433333333333
692,0.0
693,0.0
694,0.0
695,0.0
696,0.00433333333333
697,0.0
698,0.0
699,0.01
700,0.0
701,0.0
702,0.0
703,0.0
704,0.01
705,0.0
706,0.0
707,0.001
708,0.0
709,0.0
710,0.0
711,0.0
712,0.001
713,0.0
714,0.0
715,0.001
716,0.0
717,0.0
718,0.0
719,0.0
720,0.001
721,0.0
722,0.0
723,0.026
724,0.0
725,0.0
726,0.0
727,0.0
728,0.026
729,0.0
730,0.0
731,0.00583333333333
732,0.0
733,0.0
734,0.0
735,0.0
736,0.00583333333333
737,0.0
738,0.0
739,0.001
740,0.0
741,0.0
742,0.0
743,0.0
744,0.001
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.002
754,0.0
755,0.009
756,0.0
757,0.0
758,0.0
759,0.0
760,0.009
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.000350067339703
772,0.0
773,0.0
774,0.0
775,0.0
776,0.000350067339703
777,0.0
778,0.0
779,0.000649683005333
780,0.0
781,0.0
782,0.0
783,0.0
784,0.000649683005333
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.002
796,0.0
797,0.0
798,0.0
799,0.0
800,0.002
801,0.0
802,0.0
803,0.019
804,0.0
805,0.0
806,0.0
807,0.0
808,0.019
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.240095238095
818,0.0395785714286
819,0.0523452380952
820,0.0395785714286
821,0.0331285714286
822,0.0331285714286
823,0.0331285714286
824,0.0523452380952
825,0.003
826,0.0
827,0.00206896551724
828,0.0
829,0.0
830,0.0
831,0.0
832,0.00206896551724
833,0.0
834,0.0
835,0.000166666666667
836,0.0
837,0.0
838,0.0
839,0.0
840,0.000166666666667
841,0.0
842,0.0
843,0.003
844,0.0
845,0.0
846,0.0
847,0.0
848,0.003
849,0.0
850,0.0
851,0.002
852,0.0
853,0.0
854,0.0
855,0.0
856,0.002
857,0.006
858,0.0
859,0.00504347826087
860,0.0
861,0.0
862,0.0
863,0.0
864,0.00504347826087
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.118845238095
874,0.0229119047619
875,0.0278619047619
876,0.0229119047619
877,0.0167952380952
878,0.0167952380952
879,0.0167952380952
880,0.0278619047619
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.003
890,0.0
891,0.017219047619
892,0.0
893,0.0
894,0.0
895,0.0
896,0.017219047619
897,0.0
898,0.0
899,0.0360666666667
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0360666666667
905,0.0
906,0.0005
907,0.001
908,0.0005
909,0.0
910,0.0
911,0.0
912,0.001
913,0.0
914,0.0
915,0.002
916,0.0
917,0.0
918,0.0
919,0.0
920,0.002
921,0.0
922,0.0
923,0.001375
924,0.0
925,0.0
926,0.0
927,0.0
928,0.001375
929,0.0
930,0.0
931,0.033
932,0.0
933,0.0
934,0.0
935,0.0
936,0.033
937,0.0
938,0.0
939,0.000333333333333
940,0.0
941,0.0
942,0.0
943,0.0
944,0.000333333333333
945,0.002
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.001
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.002
971,0.000118565980168
972,0.002
973,0.001
974,0.001
975,0.001
976,0.000118565980168
977,0.0025
978,0.0
979,0.00973333333333
980,0.0
981,0.0
982,0.0
983,0.0
984,0.00973333333333
985,0.0
986,0.0
987,0.000505918436569
988,0.0
989,0.0
990,0.0
991,0.0
992,0.000505918436569
993,0.0
994,0.0
995,0.00064
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.00064
1001,0.001
1002,0.001
1003,0.004
1004,0.001
1005,0.0
1006,0.0
1007,0.0
1008,0.004
1009,0.002
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.001
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.002
1034,0.009
1035,0.003
1036,0.009
1037,0.008
1038,0.008
1039,0.008
1040,0.003
1041,0.0
1042,0.0
1043,0.013
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.013
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.009
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.009
1065,0.0
1066,0.0
1067,0.011
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.011
1073,0.0016
1074,0.0046
1075,0.002
1076,0.0046
1077,0.0026
1078,0.0026
1079,0.0026
1080,0.002
1081,0.001
1082,0.0
1083,0.007
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.007
1089,0.0005
1090,0.0216666666667
1091,0.0015
1092,0.0201666666667
1093,0.01275
1094,0.01275
1095,0.01275
1096,0.0015
1097,0.0
1098,0.0
1099,0.002
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.002
1105,0.000333333333333
1106,0.0478333333333
1107,0.016
1108,0.0426666666667
1109,0.0416666666667
1110,0.0416666666667
1111,0.0416666666667
1112,0.016
1113,0.0
1114,0.0
1115,0.046
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.046
1121,0.002
1122,0.0
1123,0.004
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.004
1129,0.001
1130,0.001
1131,0.009
1132,0.001
1133,0.001
1134,0.001
1135,0.001
1136,0.009
1137,0.001
1138,0.001
1139,0.000333333333333
1140,0.001
1141,0.001
1142,0.001
1143,0.001
1144,0.000333333333333
1145,0.0002
1146,0.00401666666667
1147,0.014
1148,0.00401666666667
1149,0.00401666666667
1150,0.00401666666667
1151,0.00401666666667
1152,0.014
1153,0.0
1154,0.0014
1155,0.0
1156,0.0014
1157,0.0004
1158,0.0004
1159,0.0004
1160,0.0
1161,0.0
1162,0.001
1163,0.005
1164,0.001
1165,0.001
1166,0.001
1167,0.001
1168,0.005
1169,0.0016
1170,0.002
1171,0.004
1172,0.002
1173,0.002
1174,0.002
1175,0.002
1176,0.004
1177,0.0016
1178,0.00235
1179,0.003
1180,0.00235
1181,0.00235
1182,0.00235
1183,0.00235
1184,0.003
1185,0.0
1186,0.001
1187,0.0
1188,0.001
1189,0.001
1190,0.001
1191,0.001
1192,0.0
1193,0.001
1194,0.0
1195,0.003
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.003
1201,0.0
1202,0.0
1203,0.026
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.026
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.002
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.002
1225,0.005
1226,0.0
1227,0.014
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.014
1233,0.00573333333333
1234,0.00383333333333
1235,0.0
1236,0.00383333333333
1237,0.00383333333333
1238,0.00383333333333
1239,0.00383333333333
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.00391666666667
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.00391666666667
1257,0.0
1258,0.005
1259,0.0
1260,0.005
1261,0.005
1262,0.005
1263,0.005
1264,0.0
1265,0.0
1266,0.0025
1267,0.0
1268,0.0025
1269,0.002
1270,0.002
1271,0.002
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0035
1282,0.0035
1283,0.00165497076023
1284,0.0025
1285,0.0
1286,0.0
1287,0.0
1288,0.00165497076023
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.00659444444444
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.00659444444444
1305,0.001
1306,0.0
1307,0.0043216374269
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0043216374269
1313,0.0
1314,0.0
1315,0.001
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.001
1321,0.012
1322,0.0
1323,0.069
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.069
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.014
1354,0.001
1355,0.031
1356,0.001
1357,0.001
1358,0.001
1359,0.001
1360,0.031
1361,0.0
1362,0.0
1363,0.00475
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.00475
1369,0.0
1370,0.0
1371,0.029
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.029
1377,0.0005
1378,0.0
1379,0.0011
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0011
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.001
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0156666666667
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0156666666667
1417,0.0
1418,0.0
1419,0.00133333333333
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.00133333333333
1425,0.0
1426,0.0
1427,0.00433333333333
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.00433333333333
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.000542857142857
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.000542857142857
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.00025
1459,0.0416
1460,0.00025
1461,0.00025
1462,0.00025
1463,0.00025
1464,0.0416
1465,0.0
1466,0.0
1467,0.0152166666667
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0152166666667
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.001
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.001
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.005
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.005
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.004
1522,0.0
1523,0.014
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.014
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.001
1538,0.001
1539,0.007
1540,0.001
1541,0.001
1542,0.001
1543,0.001
1544,0.007
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.000916666666667
1563,0.0006
1564,0.000916666666667
1565,0.000916666666667
1566,0.000916666666667
1567,0.000916666666667
1568,0.0006
1569,0.0
1570,0.0
1571,0.003
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.003
1577,0.042
1578,0.003
1579,0.073
1580,0.003
1581,0.003
1582,0.003
1583,0.003
1584,0.073
1585,0.0
1586,0.0
1587,0.002
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.002
1593,0.0
1594,0.0
1595,0.0241785714286
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0241785714286
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.001
1611,0.0
1612,0.001
1613,0.001
1614,0.001
1615,0.001
1616,0.0
1617,0.0
1618,0.003
1619,0.0
1620,0.003
1621,0.001
1622,0.001
1623,0.001
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.001
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.001
1641,0.0
1642,0.001
1643,0.0
1644,0.001
1645,0.001
1646,0.001
1647,0.001
1648,0.0
1649,0.0
1650,0.001
1651,0.00177777777778
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.00177777777778
1657,0.000142857142857
1658,0.001
1659,0.001
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.001
1665,0.0
1666,0.000333333333333
1667,0.0
1668,0.000333333333333
1669,0.000333333333333
1670,0.000333333333333
1671,0.000333333333333
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.00533333333333
1682,0.0
1683,0.002
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.002
1689,0.001
1690,0.0
1691,0.01175
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.01175
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.000928571428571
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.001
1714,0.0
1715,0.0114754835807
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.0114754835807
1721,0.0
1722,0.0
1723,0.001
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.001
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.007
1738,0.00166666666667
1739,0.006
1740,0.00166666666667
1741,0.00166666666667
1742,0.00166666666667
1743,0.00166666666667
1744,0.006
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.001
1755,0.0
1756,0.001
1757,0.001
1758,0.001
1759,0.001
1760,0.0
1761,0.0
1762,0.0
1763,0.00111111111111
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.00111111111111
1769,0.0
1770,0.0
1771,0.001
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.001
1777,0.0
1778,0.027
1779,0.001
1780,0.024
1781,0.015
1782,0.015
1783,0.015
1784,0.001
1785,0.0
1786,0.0
1787,0.004
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.004
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.006
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.006
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.023
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.023
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.004
1858,0.001
1859,0.015
1860,0.001
1861,0.001
1862,0.001
1863,0.001
1864,0.015
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.00223043478261
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.00223043478261
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.003
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.003
1905,0.0
1906,0.0
1907,0.002
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.002
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.0
1931,0.0056
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0056
1937,0.0
1938,0.0
1939,0.00275
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.00275
1945,0.003
1946,0.001
1947,0.0
1948,0.001
1949,0.001
1950,0.001
1951,0.001
1952,0.0
1953,0.0
1954,0.0
1955,0.002
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.002
1961,0.0
1962,0.0
1963,0.02
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.02
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,0.0004
1978,0.0
1979,0.00149292819784
1980,0.0
1981,0.0
1982,0.0
1983,0.0
1984,0.00149292819784
1985,0.0
1986,0.0
1987,0.000439806903623
1988,0.0
1989,0.0
1990,0.0
1991,0.0
1992,0.000439806903623
1993,0.0
1994,0.0
1995,0.001
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2000,0.001
2001,0.0
2002,0.0
2003,0.001
2004,0.0
2005,0.0
2006,0.0
2007,0.0
2008,0.001
2009,0.0
2010,0.0
2011,0.005
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.005
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,0.0
2023,0.0
2024,0.0
2025,0.272161904762
2026,0.0479119047619
2027,0.0758285714286
2028,0.0469119047619
2029,0.0404619047619
2030,0.0404619047619
2031,0.0404619047619
2032,0.0758285714286
2033,0.002
2034,0.001
2035,0.000273291925466
2036,0.001
2037,0.001
2038,0.001
2039,0.001
2040,0.000273291925466
2041,0.0
2042,0.002
2043,0.00427290693987
2044,0.001
2045,0.0
